session_id,1,2,3,4,5,6,7,8,9,10,user
3737,258,304,464,304,258,684,543,464,3,2,127
3738,258,304,76,631,992,312,258,304,543,258,127
3739,44,5,126,304,17,18,684,5,304,464,127
3740,3,3207,2,98,5,258,76,76,12,258,127
3741,631,304,1376,1906,258,684,3,464,2,543,127
3742,258,304,464,258,304,543,684,2,3,76,127
3743,258,631,258,464,3,2,684,246,543,76,127
3744,304,258,2,3,464,258,631,304,684,543,127
3745,304,76,304,396,289,32,56,177,56,76,127
3746,2,6,3,2,6,3,2,2,2,2,127
3747,2,6,3,3,6,32,32,2,32,32,127
3748,32,2,68,6,17,10,10,6,20,68,127
3749,5,20,12,150,12,150,17,5,17,6,127
3750,20,10,20,10,17,6,17,10,6,10,127
3751,20,20,20,6,17,6,20,32,32,457,127
3752,2,6,3,32,32,41,32,6,3,2,127
3753,41,32,82,68,111,82,111,68,6,6,127
3754,6,6,41,41,6,165,306,82,99,306,127
3755,97,306,45,99,186,1085,97,306,45,41,127
3756,45,45,216,95,159,45,45,248,97,767,127
3757,45,1085,41,216,306,95,45,472,82,2,127
3758,6,3,2,6,3,2,6,17,17,6,127
3759,20,10,20,10,6,17,20,10,20,17,127
3760,6,20,6,17,20,17,6,20,17,6,127
3761,20,32,32,32,17,6,32,68,20,2,127
3762,6,3,3,6,32,32,32,32,2,68,127
3763,111,2,6,3,6,3,32,32,32,32,127
3764,2,68,2,6,3,2,6,6,3,6,127
3765,3,2,17,6,5,5,905,10,1119,1119,127
3766,10,17,5,6,5,5,3299,2184,3299,2184,127
3767,2184,17,2,5,404,17,5,6,6,2,127
3768,6,3,2,17,17,2,3,2,17,2,127
3769,5,31,2,6,3,31,6,3,2,20,127
3770,20,2,20,20,2,2,6,3,2,6,127
3771,3,2,2,2,2,2,6,3,6,3,127
3772,2,139,6,2,3,32,32,2,3,6,127
3773,2,2179,2,2179,2179,32,32,32,2,12,127
3774,12,289,289,12,12,68,111,12,111,12,127
3775,68,12,12,12,12,5,2258,12,12,12,127
3776,12,12,12,150,12,12,12,150,12,12,127
3777,12,12,12,12,12,12,12,12,12,12,127
3778,12,12,12,12,32,289,56,1345,56,177,127
3779,250,2,2,6,3,2,6,3,139,32,127
3780,32,32,32,2,12,12,2,289,12,12,127
3781,68,111,111,68,12,12,12,289,12,32,127
3782,12,150,12,289,12,12,12,12,2166,12,127
3783,12,2166,12,12,12,12,12,12,12,12,127
3784,12,150,12,12,12,12,150,12,12,12,127
3785,12,12,12,2166,12,12,12,12,12,12,127
3786,12,12,289,12,12,12,12,289,2,6,127
3787,3,2,3,6,12,12,12,12,289,12,127
3788,12,12,12,289,12,12,12,12,289,12,127
3789,12,561,561,561,396,289,32,1345,56,177,127
3790,56,56,56,32,32,32,32,56,1345,177,127
3791,56,56,56,305,12,260,12,12,289,68,127
3792,12,12,12,12,12,12,12,12,150,12,127
3793,12,12,12,12,561,561,12,12,12,12,127
3794,12,12,12,561,561,561,12,12,12,12,127
3795,12,12,561,561,561,561,561,12,12,12,127
3796,12,12,12,12,12,12,12,12,12,1712,127
3797,289,32,56,1345,177,56,56,305,32,32,127
3798,32,12,12,68,111,289,12,12,12,12,127
3799,12,12,12,12,12,12,12,12,12,12,127
3800,12,12,12,12,12,12,12,12,12,12,127
3801,12,12,12,12,12,12,12,12,12,289,127
3802,12,12,289,12,12,12,12,12,12,4371,127
3803,12,12,12,692,12,692,31,12,31,12,127
3804,692,1523,31,12,4352,1897,12,12,12,12,127
3805,985,1833,1094,12,12,1280,1359,31,1833,158,127
3806,1230,3,1359,1413,2,179,579,5,1230,1316,127
3807,1413,158,5,179,2,6,3,6,179,158,127
3808,2,3,158,179,3,2,4251,10,158,696,127
3809,2,179,3,4250,618,618,2,158,179,3,127
3810,4365,623,623,572,572,158,3,2,179,3,127
3811,179,2,158,3,2,179,158,1413,1230,1316,127
3812,4436,6,2,5,179,158,3,2,4304,217,127
3813,158,179,3,2,158,3,2,179,4388,179,127
3814,158,2,3,4069,853,853,1879,12,1879,32,127
3815,289,2175,1345,56,177,56,158,179,3,2,127
3816,158,4354,2,3,179,4024,855,358,358,256,127
3817,193,2,2,6,3,3,6,2,2,2,127
3818,6,3,3,6,2,139,32,32,2,32,127
3819,2,32,12,289,12,12,289,68,12,111,127
3820,68,12,111,12,12,12,12,12,12,12,127
3821,12,232,1369,12,874,12,1369,1451,232,232,127
3822,1451,44,18,1110,17,5,1451,12,1712,985,127
3823,1094,1833,985,12,12,1833,158,31,158,1359,127
3824,3,2,1230,179,2,3,5,1413,1230,1316,127
3825,4255,854,854,358,358,1156,158,32,289,56,127
3826,56,5,250,179,6,177,3,250,56,6,127
3827,2,6,10,158,6,10,179,3,2,179,127
3828,158,2,3,2,158,179,3,158,2,179,127
3829,3,4292,621,158,3,2,179,4314,936,936,127
3830,179,3,158,2,4372,231,231,4434,158,419,127
3831,2,2,3,139,3,2,32,2,32,2,127
3832,32,32,32,12,260,12,289,12,289,12,127
3833,12,12,4042,12,947,12,68,12,68,12,127
3834,12,12,12,12,12,579,98,5,12,12,127
3835,12,12,12,12,12,12,12,12,12,12,127
3836,12,12,12,12,12,12,12,12,12,12,127
3837,12,12,12,12,12,12,12,12,12,12,127
3838,12,12,12,12,12,12,12,12,12,3278,127
3839,3278,4009,1094,12,2993,12,667,475,2993,289,127
3840,4369,32,475,56,177,56,56,56,615,453,127
3841,615,44,667,17,6,22,18,5,6,6,127
3842,6,5,20,10,615,20,615,111,615,667,127
3843,615,667,5,573,18,17,6,573,615,20,127
3844,615,667,615,573,573,17,18,5,20,6,127
3845,615,615,615,111,667,573,615,667,573,573,127
3846,1203,1357,1203,1357,1203,4413,1652,4330,1652,1357,127
3847,6,1203,6,1203,1652,5,22,997,1357,6,127
3848,10,1203,1357,144,18,20,17,144,5,3,127
3849,1652,1203,1357,17,18,5,5,22,1357,20,127
3850,1652,419,419,2,2,88,88,2,419,81,127
3851,270,270,2,88,2,2,88,419,61,61,127
3852,549,61,41,419,2,2,43,3,2,2,127
3853,6,2,2,2,2,41,41,41,716,32,127
3854,32,32,32,32,32,32,68,947,576,947,127
3855,576,193,2,2,88,2,139,88,139,32,127
3856,32,32,32,32,2,32,12,289,12,289,127
3857,12,12,68,111,88,2,68,742,111,742,127
3858,12,12,12,947,12,947,576,88,2,576,127
3859,484,484,947,12,947,12,576,12,98,579,127
3860,5,12,947,12,947,576,12,576,12,947,127
3861,484,484,484,977,484,484,484,484,12,12,127
3862,12,12,12,484,12,576,947,12,484,484,127
3863,484,484,977,484,484,484,484,484,484,484,127
3864,484,977,484,12,396,32,289,56,1712,177,127
3865,56,305,56,32,32,32,12,12,260,12,127
3866,12,68,289,12,12,12,12,12,12,12,127
3867,12,396,289,32,56,177,56,210,2,88,127
3868,2,2,88,88,2,230,230,230,230,230,127
3869,230,230,230,230,230,88,2,139,88,139,127
3870,2,32,32,32,32,63,2,88,63,63,127
3871,63,32,12,260,12,12,2,12,592,12,127
3872,289,12,12,12,592,68,68,592,1253,592,127
3873,63,63,63,2,88,63,63,63,12,12,127
3874,12,150,12,12,110,12,12,110,12,12,127
3875,150,12,12,12,12,12,1374,5,1374,1374,127
3876,6,10,1374,6,10,6,1374,5,6,1374,127
3877,6,561,289,12,561,561,561,561,12,12,127
3878,12,561,561,561,12,63,396,289,32,56,127
3879,177,56,56,305,32,32,32,12,12,68,127
3880,289,111,12,12,874,232,1369,12,12,1369,127
3881,745,874,874,874,745,874,1369,874,874,12,127
3882,12,1035,1035,946,12,202,946,202,405,202,127
3883,342,3,203,3149,749,514,202,202,5,579,127
3884,98,1884,405,202,514,1349,342,44,778,18,127
3885,778,17,778,202,778,778,778,202,778,4284,127
3886,778,778,778,202,778,405,5,5,192,98,127
3887,579,514,778,778,3463,990,778,3,2,202,127
3888,202,405,514,3,2,202,202,202,202,202,127
3889,202,2,202,3,405,202,3,128,3,2,127
3890,3,514,405,202,514,433,2,88,40,293,127
3891,433,293,76,40,342,873,342,535,415,40,127
3892,342,293,76,523,293,40,433,293,433,76,127
3893,40,433,415,342,873,76,1459,3,2,40,127
3894,293,293,40,433,12,40,433,293,342,76,127
3895,3,415,2,40,342,293,76,415,883,1871,127
3896,40,76,76,883,3,2,40,76,40,293,127
3897,293,433,76,40,76,667,883,2258,342,415,127
3898,1871,40,76,433,293,40,433,293,873,18,127
3899,17,342,1985,5,76,22,293,415,1985,579,127
3900,209,40,293,3,433,1985,209,2,22,415,127
3901,40,342,76,293,98,76,667,479,22,927,127
3902,40,20,293,76,76,40,433,293,415,40,127
3903,293,76,342,76,98,40,293,433,40,433,127
3904,76,98,415,342,76,40,76,293,433,433,127
3905,293,433,293,40,76,342,415,76,40,523,127
3906,76,76,433,40,523,293,293,342,40,415,127
3907,76,76,40,40,293,76,342,433,76,579,127
3908,5,415,18,293,873,17,40,433,293,76,127
3909,76,40,22,342,479,20,927,40,76,20,127
3910,342,40,293,415,98,293,76,40,61,61,127
3911,41,2,549,61,88,785,2,785,785,12,127
3912,12,12,12,545,12,12,785,18,5,17,127
3913,785,785,785,785,785,785,785,785,785,545,127
3914,3,2,4271,5,1678,18,17,545,4243,4359,127
3915,2140,785,4420,905,545,4011,905,545,905,545,127
3916,545,905,44,32,289,17,44,5,545,56,127
3917,2140,56,177,3,5,905,2,1678,785,778,127
3918,2,2,2,6,3,2,6,3,2,2,127
3919,6,3,2,3,6,2,139,2,6,32,127
3920,32,3,2,32,32,32,2,12,289,12,127
3921,289,98,5,68,579,98,12,111,111,6,127
3922,2,3,2,1088,1088,12,12,12,12,12,127
3923,12,12,12,12,12,12,12,12,12,12,127
3924,1088,102,181,1088,180,40,40,40,1088,40,127
3925,1088,102,40,40,40,1088,1088,102,40,1088,127
3926,180,181,40,40,396,289,289,32,56,177,127
3927,56,250,56,56,56,56,56,56,56,56,127
3928,56,56,56,56,56,305,56,32,32,32,127
3929,12,12,260,12,68,12,289,12,12,12,127
3930,79,22,100,300,300,102,79,233,100,6,127
3931,44,300,12,6,17,12,100,79,18,22,127
3932,5,102,5,18,100,233,79,17,6,12,127
3933,10,12,10,40,40,10,6,12,12,12,127
3934,20,20,12,12,12,12,12,12,342,402,127
3935,20,402,79,79,233,100,2,2,402,2,127
3936,63,63,2,402,63,63,63,63,788,788,127
3937,788,788,788,204,22,1886,522,788,12,788,127
3938,788,788,788,149,20,149,22,788,1886,788,127
3939,1886,204,63,1001,63,1001,1001,1001,12,12,127
3940,12,12,12,342,402,12,150,12,1001,1001,127
3941,1001,150,1001,63,31,1001,63,12,63,63,127
3942,63,63,63,63,63,63,63,63,63,12,127
3943,12,12,110,12,12,12,110,12,12,12,127
3944,12,63,63,12,12,342,12,110,12,402,127
3945,12,63,31,12,12,12,12,12,12,1001,127
3946,12,12,12,12,12,12,63,12,12,12,127
3947,12,12,12,2,12,12,2,2,12,12,127
3948,12,12,12,1001,12,788,788,788,31,1886,127
3949,522,204,12,12,12,342,12,12,110,12,127
3950,12,12,110,12,12,12,12,12,12,12,127
3951,342,12,12,402,12,12,342,12,12,63,127
3952,63,12,402,12,12,342,63,63,12,12,127
3953,12,396,289,1232,68,68,68,32,142,56,127
3954,177,56,142,2,2,6,3,3,2,6,127
3955,193,2,6,2,3,3,6,2,56,56,127
3956,305,305,32,32,32,32,32,12,260,12,127
3957,12,289,12,289,12,12,12,12,12,12,127
3958,68,98,5,68,579,100,22,300,6,102,127
3959,79,100,44,233,100,79,300,17,5,79,127
3960,100,18,22,100,6,40,20,10,10,20,127
3961,79,233,100,300,300,79,233,12,12,12,127
3962,12,12,325,325,325,325,325,325,325,325,127
3963,325,325,12,12,12,300,100,102,79,233,127
3964,17,18,5,100,300,40,396,20,289,32,127
3965,56,10,6,177,250,6,56,2,2,6,127
3966,3,2,6,2,3,2,2,6,3,2,127
3967,2,3,6,2,2,2,2,1279,1279,2,127
3968,2,2,894,2,2,2,2,2,63,63,127
3969,63,63,63,63,63,63,2,2,139,32,127
3970,32,32,32,32,2,12,12,2,260,289,127
3971,12,12,12,289,12,12,68,12,68,12,127
3972,5,98,579,12,12,12,12,325,325,402,127
3973,342,402,402,12,12,325,325,12,12,342,127
3974,325,325,325,325,325,325,402,289,12,325,127
3975,325,325,12,12,12,12,12,12,742,12,127
3976,12,12,12,12,12,396,289,32,56,177,127
3977,56,150,12,56,135,135,691,740,135,453,127
3978,135,44,135,573,135,22,46,22,20,46,127
3979,20,149,22,5,135,135,135,691,135,135,127
3980,135,135,135,135,135,135,135,135,135,135,127
3981,135,135,740,250,135,250,250,573,46,135,127
3982,135,457,135,5,5,135,111,135,135,135,127
3983,135,135,135,135,135,135,135,135,135,135,127
3984,135,135,135,135,135,135,135,135,135,135,127
3985,135,135,135,135,135,135,135,740,177,56,127
3986,56,56,56,56,485,592,263,1253,263,592,127
3987,592,250,485,5,18,22,6,17,416,303,127
3988,20,6,244,583,2098,1363,583,485,592,1253,127
3989,263,485,583,5,485,1361,1361,1361,1361,22,127
3990,1361,18,126,5,10,17,6,22,20,10,127
3991,1361,1361,22,2,2,6,3,2,3,6,127
3992,2,2,61,43,81,60,61,61,61,549,127
3993,61,41,43,2,2,6,3,6,3,2,127
3994,139,2,32,32,32,32,32,32,32,32,127
3995,12,12,57,57,260,57,12,68,12,68,127
3996,12,12,12,12,300,22,100,300,233,102,127
3997,79,44,100,300,22,102,233,100,5,100,127
3998,6,17,79,18,22,100,233,6,10,6,127
3999,79,40,79,5,18,100,17,12,20,40,127
4000,20,12,57,20,20,79,79,10,100,57,127
4001,32,56,56,177,250,56,56,485,691,485,127
4002,111,485,740,1431,485,1431,56,177,56,56,127
4003,56,56,56,56,305,32,32,32,68,111,127
4004,12,111,12,57,12,545,12,12,104,12,127
4005,12,12,12,3248,12,12,150,150,12,12,127
4006,985,1094,1213,12,158,2,1213,3,158,158,127
4007,31,1359,3,179,2,4095,358,211,12,1319,127
4008,4234,3247,12,12,3247,1379,1319,1379,1319,106,127
4009,5,5,212,483,1319,1379,106,106,1319,1379,127
4010,1379,1319,106,61,61,3185,3185,61,63,61,127
4011,63,63,41,63,12,12,402,402,402,1035,127
4012,12,1035,946,202,946,405,749,202,12,1897,127
4013,1754,4035,2988,4268,404,514,12,3288,1250,404,127
4014,12,396,12,57,32,177,56,56,305,32,127
4015,32,32,68,12,57,111,5,12,5,202,127
4016,202,1349,3,518,2933,244,405,514,192,203,127
4017,1038,518,3,514,202,874,1369,12,12,12,127
4018,1379,1319,13,106,38,38,19,518,12,12,127
4019,12,12,12,148,2181,1094,12,57,32,2251,127
4020,667,1418,13,98,1038,38,2251,56,535,56,127
4021,2251,19,177,415,202,876,202,876,3,202,127
4022,2105,405,2257,2099,2180,2,514,18,17,202,127
4023,5,4273,518,4415,6,10,10,945,1038,6,127
4024,98,202,5,405,56,61,61,4423,41,61,127
4025,61,3033,41,3033,4240,716,4028,839,5,839,127
4026,3300,209,839,3300,1050,1050,3019,1050,1335,3019,127
4027,1335,1335,1050,839,839,839,839,839,839,731,127
4028,731,193,56,56,305,32,32,32,32,32,127
4029,43,32,12,61,12,61,57,61,260,61,127
4030,549,2,57,61,260,61,12,57,68,41,127
4031,68,12,2,12,6,3,150,150,6,2,127
4032,3,12,2,2,63,63,68,63,63,12,127
4033,12,63,2,2,2,2,101,84,146,31,127
4034,173,44,272,1450,101,122,173,146,146,101,127
4035,17,31,18,5,6,5,126,22,1859,6,127
4036,101,2114,1819,1859,1692,6,22,10,10,146,127
4037,101,1859,20,12,20,63,110,110,63,110,127
4038,12,110,110,63,63,22,110,110,1859,63,127
4039,63,63,2243,63,63,12,63,63,63,63,127
4040,63,63,63,63,63,12,110,110,110,63,127
4041,63,2247,4381,3192,2247,3192,2247,63,63,63,127
4042,63,63,63,12,110,110,63,63,12,12,127
4043,396,57,68,1232,142,68,142,68,32,68,127
4044,142,56,68,177,56,250,2,2,6,3,127
4045,2,139,2,3,6,32,32,32,32,32,127
4046,650,32,650,12,57,12,57,260,260,68,127
4047,12,12,68,150,12,57,12,12,43,139,127
4048,2,32,32,32,650,32,32,32,650,32,127
4049,650,2,650,2,12,68,260,57,57,57,127
4050,68,12,2,2,2,63,63,63,63,79,127
4051,300,44,100,22,100,233,102,300,100,79,127
4052,300,100,233,79,6,5,18,22,17,6,127
4053,79,100,10,100,40,6,20,6,10,100,127
4054,233,20,79,12,12,100,63,63,63,63,127
4055,63,63,79,4036,4075,100,79,233,300,12,127
4056,402,79,100,12,79,402,150,402,150,300,127
4057,100,79,233,102,5,17,18,79,40,20,127
4058,6,300,5,18,79,102,17,100,40,233,127
4059,100,20,100,63,63,79,2,139,12,32,127
4060,32,12,57,260,260,79,6,110,110,110,127
4061,110,79,63,12,12,110,110,12,110,110,127
4062,12,12,110,110,63,63,63,63,63,12,127
4063,110,110,110,63,61,57,61,61,57,12,127
4064,549,61,3153,3,61,1399,2,3153,3,18,127
4065,5,1399,6,17,106,10,106,1399,4426,3191,127
4066,239,245,2009,41,2982,18,17,10,6,3,127
4067,2,5,2982,3,1399,203,1399,6,3,18,127
4068,1399,17,2,3,5,61,549,41,61,63,127
4069,61,549,61,2,716,716,2,2,426,5,127
4070,2,426,1769,426,426,426,426,5,426,426,127
4071,63,426,325,325,12,12,426,5,57,57,127
4072,356,504,12,426,426,426,426,426,426,426,127
4073,426,5,426,12,32,57,12,56,177,56,127
4074,56,56,615,615,1098,615,916,916,691,453,127
4075,740,916,916,1447,916,44,615,573,1098,5,127
4076,573,615,573,22,46,46,17,5,22,6,127
4077,46,18,5,20,149,6,149,149,20,6,127
4078,22,177,56,56,305,32,32,650,2,139,127
4079,32,32,2,650,2,1000,32,41,41,68,127
4080,68,111,2,2,111,41,41,1085,165,82,127
4081,306,82,306,45,82,97,45,306,99,97,127
4082,41,186,767,216,159,95,45,57,68,32,127
4083,12,12,57,56,177,56,248,97,56,306,127
4084,4267,306,95,156,45,41,1085,472,229,82,127
4085,60,60,60,60,266,2,2,6,3,4236,127
4086,6,3,2,2,43,2,2,4023,2,2,127
4087,44,1200,130,923,2,22,18,22,17,5,127
4088,53,3,923,106,245,239,3191,20,53,923,127
4089,923,20,130,18,17,53,5,6,10,20,127
4090,6,923,6,923,53,53,6,18,10,17,127
4091,5,53,923,20,17,53,130,18,5,6,127
4092,923,53,6,17,20,130,18,53,5,923,127
4093,53,18,53,130,20,17,5,20,17,130,127
4094,923,53,18,6,53,5,53,130,923,5,127
4095,18,53,20,17,6,923,53,130,18,17,127
4096,20,53,5,2,20,6,2,585,585,585,127
4097,585,585,2,53,555,1218,221,93,2237,1166,127
4098,2061,1804,43,43,2,2,6,3,2,25,127
4099,3,6,2,25,25,25,25,2,25,25,127
4100,2,25,25,2,2,25,2,25,25,25,127
4101,25,25,25,25,25,25,25,25,25,25,127
4102,25,25,25,25,25,25,25,25,25,25,127
4103,25,25,25,25,25,25,25,25,25,25,127
4104,25,25,25,25,25,25,25,25,25,25,127
4105,1218,555,2,63,2,63,63,63,61,61,127
4106,61,549,61,61,61,61,61,61,3028,1073,127
4107,868,1005,1105,3123,1105,1005,868,3028,61,1073,127
4108,1073,1105,868,1005,61,4370,41,1073,4077,868,127
4109,1005,61,4027,4046,1100,868,4450,4016,61,716,127
4110,61,61,61,716,622,868,3110,4442,61,63,127
4111,63,63,63,63,63,2,2,2,139,2,127
4112,32,32,32,32,32,12,12,57,57,260,127
4113,4309,946,4343,68,57,12,1035,12,68,12,127
4114,300,233,44,102,300,22,100,79,6,79,127
4115,100,18,79,100,22,17,6,5,300,102,127
4116,5,10,18,17,79,100,233,40,100,40,127
4117,20,20,10,1083,100,513,20,6,513,694,127
4118,20,79,79,10,6,79,513,12,79,79,127
4119,694,79,79,513,79,694,12,694,694,694,127
4120,694,694,79,194,194,68,194,12,68,68,127
4121,68,513,12,194,12,12,150,104,150,12,127
4122,210,12,32,260,194,57,57,12,104,194,127
4123,12,12,104,263,263,263,263,12,263,263,127
4124,263,263,263,263,263,263,263,263,63,63,127
4125,63,63,63,63,63,2245,31,102,2245,40,127
4126,102,3280,1802,63,1033,1033,2245,40,63,31,127
4127,12,12,12,1033,1033,102,1802,40,63,63,127
4128,4103,2,3,40,40,40,1033,263,12,68,127
4129,12,396,57,12,68,32,56,177,250,56,127
4130,56,485,691,485,453,193,485,485,44,740,127
4131,1363,244,755,583,2098,583,1363,5,5,485,127
4132,111,485,485,485,485,740,967,967,967,967,127
4133,967,967,967,967,967,967,967,43,2,2,127
4134,3,6,2,2,63,3,6,63,63,63,127
4135,63,2,139,2,2,32,32,32,32,32,127
4136,32,32,63,2,12,12,57,12,57,2,127
4137,260,68,2,68,68,68,2163,12,2,44,127
4138,18,6,17,5,2163,845,2,845,845,12,127
4139,3,3,325,2,845,12,434,434,22,2248,127
4140,12,18,22,5,17,44,2248,2163,6,10,127
4141,20,2248,22,6,434,20,2,845,4346,1832,127
4142,3159,1832,3159,434,12,434,10,12,12,12,127
4143,104,12,12,263,263,104,263,434,12,12,127
4144,12,263,104,12,63,150,845,845,845,845,127
4145,150,12,325,325,100,300,22,17,100,79,127
4146,102,44,300,233,5,18,40,20,20,10,127
4147,6,17,6,10,79,300,233,102,5,22,127
4148,18,100,100,20,20,10,6,40,100,233,127
4149,79,100,6,100,79,79,100,233,79,100,127
4150,79,79,63,63,63,57,63,63,63,12,127
4151,12,396,12,57,32,56,177,56,56,56,127
4152,56,305,56,32,32,32,111,111,68,57,127
4153,12,1907,1461,1503,2167,4264,2167,4091,4382,3189,127
4154,3189,2167,3225,3225,3157,1805,1461,12,1907,148,127
4155,3245,1805,12,12,4389,692,31,692,1391,304,127
4156,1032,535,31,12,692,31,104,258,464,1032,127
4157,258,304,1034,304,258,258,464,535,1391,304,127
4158,631,1034,258,1892,258,2,128,5,684,246,127
4159,543,3,258,2,304,258,631,464,3,684,127
4160,258,543,3,347,258,464,3,3,258,684,127
4161,1376,2,1906,543,631,258,464,2,258,3,127
4162,684,203,543,304,258,631,684,2,3,258,127
4163,464,337,543,192,203,304,631,464,258,684,127
4164,304,258,3,2,543,304,12,1034,258,304,127
4165,631,684,2,3,258,304,464,543,464,258,127
4166,684,3,2,258,346,543,258,128,464,2,127
4167,304,258,631,3,684,294,543,192,3171,464,127
4168,631,304,258,543,2,3,258,684,304,258,127
4169,258,464,631,304,2,3,304,684,543,12,127
4170,104,3168,2252,1096,1463,3168,12,1096,2252,1463,127
4171,877,877,1096,3,3186,2,2252,985,12,985,127
4172,1094,1213,4430,31,1213,12,158,1359,179,3,127
4173,2,4395,853,859,854,859,853,261,261,368,127
4174,368,877,877,877,2,3,877,4401,877,1096,127
4175,3,2,877,877,4068,217,179,158,5,12,127
4176,2,3,158,179,3,2,158,4317,211,2,127
4177,179,3,158,179,3,2,4089,3,2,158,127
4178,179,4237,2,3,2,2,179,3,2,3,127
4179,2,4074,368,368,6,1290,368,158,179,1290,127
4180,6,2,3,5,6,158,179,2,3,158,127
4181,3,6,2,179,4287,752,752,538,538,158,127
4182,179,3,2,3,2,158,179,158,179,3,127
4183,2,158,179,3,2,158,4043,3,2,179,127
4184,158,3,2,179,4419,3,2,158,179,4325,127
4185,368,368,158,2,5,179,3,6,3,179,127
4186,2,158,158,179,3,2,231,4104,3,158,127
4187,2,179,4443,1440,1440,3,158,179,2,4094,127
4188,358,358,358,423,423,2,3,12,158,179,127
4189,4332,2,3,179,158,4258,158,2,179,3,127
4190,2,179,158,3,179,2,3,158,4100,550,127
4191,550,853,158,3,179,2,4447,158,2,179,127
4192,3,211,4064,211,2,3,179,158,4098,2,127
4193,3,158,179,4253,2,3,5,179,158,3,127
4194,2,179,158,158,179,3,2,6,4241,1160,127
4195,2430,217,217,217,830,830,158,3,2,179,127
4196,4282,572,572,854,211,158,179,4347,3,830,127
4197,2,4340,6,572,231,231,2,158,179,3,127
4198,4015,752,1086,12,179,158,158,4021,3,2,127
4199,4411,618,618,158,3,179,217,6,2,4339,127
4200,2131,2131,2,3,179,158,158,179,2,3,127
4201,4248,158,179,2,3,4107,423,423,1882,1882,127
4202,1882,859,855,855,158,179,5,3,2,4119,127
4203,179,3,158,2,158,2,6,179,3,4444,127
4204,158,179,3,2,4394,158,179,3,2,4407,127
4205,158,4283,5,12,12,985,12,985,1213,12,127
4206,4366,12,1032,304,12,2979,12,4385,3285,12,127
4207,148,1094,2181,3285,434,12,57,32,2979,56,127
4208,177,56,56,434,2171,434,56,56,56,135,127
4209,135,453,44,742,135,573,434,573,135,5,127
4210,573,2171,742,2171,193,2,2,3,6,3,127
4211,6,2,2,139,32,32,32,32,32,12,127
4212,68,57,12,57,68,142,111,111,68,12,127
4213,142,43,142,12,1096,1463,57,1463,877,22,127
4214,1096,5,3,2,3186,877,4065,20,855,854,127
4215,855,231,231,877,877,20,12,194,12,57,127
4216,32,104,57,56,250,56,177,56,305,32,127
4217,32,260,104,104,57,68,1431,194,194,434,127
4218,434,434,434,434,12,434,434,12,12,434,127
4219,12,194,300,22,100,79,44,300,233,102,127
4220,79,12,6,300,22,102,100,79,18,100,127
4221,6,17,5,6,10,79,100,233,17,5,127
4222,79,18,6,40,40,20,20,233,10,100,127
4223,20,20,100,100,434,79,100,79,104,104,127
4224,79,32,12,57,12,177,56,56,79,100,127
4225,100,79,100,79,79,100,100,233,79,79,127
4226,18,233,79,22,100,102,17,5,79,40,127
4227,6,2,20,2,2,2,2,63,6,63,127
4228,63,32,32,63,63,2,63,63,2,2,127
4229,1385,1385,3,2,3,32,12,260,260,68,127
4230,57,57,57,68,194,150,263,263,263,110,127
4231,110,110,110,1385,1385,1385,104,1385,104,150,127
4232,12,396,12,57,1232,142,57,68,32,142,127
4233,68,56,56,177,56,135,916,1098,453,1447,127
4234,916,135,1098,135,111,742,135,135,250,691,127
4235,135,742,135,135,135,573,135,135,135,135,127
4236,135,135,135,135,135,135,135,2,2,2,127
4237,4072,43,2,2,6,3,2,2,6,3,127
4238,2,139,32,32,32,32,32,12,43,57,127
4239,12,57,12,260,57,12,12,68,12,68,127
4240,79,300,102,44,233,100,22,22,102,100,127
4241,233,300,6,5,22,100,18,17,6,79,127
4242,233,233,10,40,100,6,6,79,18,5,127
4243,17,20,12,692,40,20,692,692,692,20,127
4244,31,692,692,20,79,79,12,12,10,1617,127
4245,1617,1617,1617,1617,12,576,12,576,263,150,127
4246,104,150,12,576,104,576,2,2,2,63,127
4247,2,63,63,63,63,63,63,12,12,396,127
4248,12,32,57,250,56,250,177,56,56,135,127
4249,453,135,135,691,742,135,22,17,742,5,127
4250,18,573,177,56,250,20,56,615,354,615,127
4251,354,354,354,1715,354,1715,354,573,573,4350,127
4252,573,615,111,177,56,1124,1335,1155,56,43,127
4253,2,2,6,3,2,25,6,3,25,25,127
4254,25,25,25,25,25,25,25,25,25,25,127
4255,25,25,25,25,2,25,25,25,25,25,127
4256,25,25,25,25,2,25,25,2,2,2,127
4257,4373,2,25,25,25,25,60,60,60,266,127
4258,93,61,3,93,93,93,61,549,61,43,127
4259,81,356,504,43,39,69,162,39,69,162,127
4260,69,555,221,221,221,2,43,2,2,139,127
4261,32,32,32,32,32,32,32,12,12,12,127
4262,260,57,79,102,44,100,233,300,22,12,127
4263,57,68,57,12,18,17,6,79,100,79,127
4264,100,6,233,5,22,57,68,10,100,40,127
4265,20,150,263,263,104,150,20,79,1784,1784,127
4266,1243,40,181,102,83,83,79,10,83,83,127
4267,79,83,1142,83,12,83,83,79,83,83,127
4268,79,83,83,83,83,83,79,83,83,12,127
4269,83,83,83,79,83,83,83,83,79,83,127
4270,83,83,83,83,79,83,83,12,83,83,127
4271,79,83,83,83,83,79,12,83,83,83,127
4272,83,79,79,83,83,12,83,83,83,79,127
4273,79,83,83,83,83,79,83,83,79,12,127
4274,79,12,1035,12,946,12,83,83,79,83,127
4275,83,79,83,79,12,83,83,79,83,83,127
